56671,54021,2005-11-22,26.6,1,401,Batch Update,2021-01-31
56672,54021,2005-11-23,3.0,1,401,Batch Update,2021-01-31
56673,54021,2005-11-24,9.6,1,401,Batch Update,2021-01-31
56674,54021,2005-11-25,17.2,1,401,Batch Update,2021-01-31
56675,54021,2005-11-26,11.0,1,401,Batch Update,2021-01-31
56676,54021,2005-11-27,6.0,1,401,Batch Update,2021-01-31
56677,54021,2005-11-28,6.2,1,401,Batch Update,2021-01-31
56678,54021,2005-12-02,14.6,2,401,Batch Update,2021-01-31
56679,54021,2005-12-03,18.2,1,401,Batch Update,2021-01-31
56680,54021,2005-12-08,5.2,1,401,Batch Update,2021-01-31
56681,54021,2005-12-16,47.0,1,401,Batch Update,2021-01-31
56682,54021,2006-01-13,20.0,1,401,Batch Update,2021-01-31
56683,54021,2006-01-19,46.6,2,401,Batch Update,2021-01-31
56684,54021,2006-01-25,4.6,1,401,Batch Update,2021-01-31
56685,54021,2006-01-27,9.4,1,401,Batch Update,2021-01-31
56686,54021,2006-02-10,7.0,1,401,Batch Update,2021-01-31
56687,54021,2006-02-13,3.8,1,401,Batch Update,2021-01-31
56688,54021,2006-02-14,16.2,1,401,Batch Update,2021-01-31
56689,54021,2006-02-16,70.8,1,401,Batch Update,2021-01-31
56690,54021,2006-02-17,3.0,1,401,Batch Update,2021-01-31
56691,54021,2006-03-01,47.0,1,401,Batch Update,2021-01-31
56692,54021,2006-03-30,1.0,1,401,Batch Update,2021-01-31
56693,54021,2006-03-31,7.0,1,401,Batch Update,2021-01-31
56694,54021,2006-04-14,39.0,1,401,Batch Update,2021-01-31
56695,54021,2006-04-20,17.2,1,401,Batch Update,2021-01-31
56696,54021,2006-04-30,5.0,1,401,Batch Update,2021-01-31
56697,54021,2006-06-21,6.2,1,401,Batch Update,2021-01-31
56698,54021,2006-06-23,6.0,1,401,Batch Update,2021-01-31
56699,54021,2006-06-24,12.6,1,401,Batch Update,2021-01-31
56700,54021,2006-07-03,6.0,1,401,Batch Update,2021-01-31
56701,54021,2006-07-15,40.6,1,401,Batch Update,2021-01-31
56702,54021,2006-07-16,34.2,1,401,Batch Update,2021-01-31
56703,54021,2006-07-24,0.6,1,401,Batch Update,2021-01-31
56704,54021,2006-07-25,12.0,1,401,Batch Update,2021-01-31
56705,54021,2006-08-29,4.0,1,401,Batch Update,2021-01-31
56706,54021,2006-08-30,4.8,1,401,Batch Update,2021-01-31
56707,54021,2006-08-31,9.6,1,401,Batch Update,2021-01-31
56708,54021,2006-09-04,11.4,1,401,Batch Update,2021-01-31
56709,54021,2006-09-07,4.0,1,401,Batch Update,2021-01-31
56710,54021,2006-09-10,4.4,1,401,Batch Update,2021-01-31
56711,54021,2006-09-11,3.4,1,401,Batch Update,2021-01-31
56712,54021,2006-09-12,2.2,1,401,Batch Update,2021-01-31
56713,54021,2006-09-27,10.0,1,401,Batch Update,2021-01-31
56714,54021,2006-10-20,6.2,1,401,Batch Update,2021-01-31
56715,54021,2006-10-21,16.0,1,401,Batch Update,2021-01-31
56716,54021,2006-10-26,2.0,1,401,Batch Update,2021-01-31
56717,54021,2006-10-27,6.8,1,401,Batch Update,2021-01-31
56718,54021,2006-10-28,2.0,1,401,Batch Update,2021-01-31
56719,54021,2006-10-31,5.6,1,401,Batch Update,2021-01-31
56720,54021,2006-11-01,0.6,1,401,Batch Update,2021-01-31
56721,54021,2006-11-03,14.2,1,401,Batch Update,2021-01-31
56722,54021,2006-11-04,10.0,1,401,Batch Update,2021-01-31
56723,54021,2006-11-05,14.0,1,401,Batch Update,2021-01-31
56724,54021,2006-11-10,7.8,1,401,Batch Update,2021-01-31
56725,54021,2006-11-11,3.0,1,401,Batch Update,2021-01-31
56726,54021,2006-11-14,2.4,1,401,Batch Update,2021-01-31
56727,54021,2006-11-29,2.2,1,401,Batch Update,2021-01-31
56728,54021,2006-12-13,14.4,1,401,Batch Update,2021-01-31
56729,54021,2006-12-21,18.8,1,401,Batch Update,2021-01-31
56730,54021,2006-12-26,4.0,1,401,Batch Update,2021-01-31
56731,54021,2007-01-01,2.0,1,401,Batch Update,2021-01-31
56732,54021,2007-01-02,3.0,1,401,Batch Update,2021-01-31
56733,54021,2007-01-03,2.0,1,401,Batch Update,2021-01-31
56734,54021,2007-01-04,8.0,1,401,Batch Update,2021-01-31
56735,54021,2007-01-16,30.0,1,401,Batch Update,2021-01-31
56736,54021,2007-01-17,27.6,1,401,Batch Update,2021-01-31
56737,54021,2007-01-24,17.4,1,401,Batch Update,2021-01-31
56738,54021,2007-01-25,1.6,1,401,Batch Update,2021-01-31
56739,54021,2007-02-02,10.0,1,401,Batch Update,2021-01-31
56740,54021,2007-02-09,3.0,1,401,Batch Update,2021-01-31
56741,54021,2007-02-11,19.0,1,401,Batch Update,2021-01-31
56742,54021,2007-02-12,0.4,1,401,Batch Update,2021-01-31
56743,54021,2007-02-15,8.0,1,401,Batch Update,2021-01-31
56744,54021,2007-02-16,0.4,1,401,Batch Update,2021-01-31
56745,54021,2007-02-27,12.0,1,401,Batch Update,2021-01-31
56746,54021,2007-02-28,9.4,1,401,Batch Update,2021-01-31
56747,54021,2007-03-01,11.8,1,401,Batch Update,2021-01-31
56748,54021,2007-03-02,6.6,1,401,Batch Update,2021-01-31
56749,54021,2007-03-08,27.4,1,401,Batch Update,2021-01-31
56750,54021,2007-03-09,18.0,1,401,Batch Update,2021-01-31
56751,54021,2007-12-01,25.0,1,401,Batch Update,2021-01-31
56752,54021,2007-12-02,6.4,1,401,Batch Update,2021-01-31
56753,54021,2007-12-03,7.0,1,401,Batch Update,2021-01-31
56754,54021,2007-12-10,3.2,1,401,Batch Update,2021-01-31
56755,54021,2007-12-13,34.0,3,401,Batch Update,2021-01-31
56756,54021,2007-12-16,6.4,1,401,Batch Update,2021-01-31
56757,54021,2007-12-17,14.4,1,401,Batch Update,2021-01-31
56758,54021,2007-12-21,2.2,1,401,Batch Update,2021-01-31
56759,54021,2007-12-23,30.0,1,401,Batch Update,2021-01-31
56760,54021,2008-01-06,18.0,1,401,Batch Update,2021-01-31
56761,54021,2008-01-07,20.0,1,401,Batch Update,2021-01-31
56762,54021,2008-01-17,40.0,1,401,Batch Update,2021-01-31
56763,54021,2008-01-18,16.0,1,401,Batch Update,2021-01-31
56764,54021,2008-01-20,13.0,1,401,Batch Update,2021-01-31
56765,54021,2008-02-02,46.0,1,401,Batch Update,2021-01-31
56766,54021,2008-02-04,5.2,1,401,Batch Update,2021-01-31
56767,54021,2008-02-05,17.5,1,401,Batch Update,2021-01-31
56768,54021,2008-02-06,10.0,1,401,Batch Update,2021-01-31
56769,54021,2008-02-07,13.2,1,401,Batch Update,2021-01-31
56770,54021,2008-02-12,19.0,1,401,Batch Update,2021-01-31
56771,54021,2008-02-13,12.2,1,401,Batch Update,2021-01-31
56772,54021,2008-02-20,4.4,1,401,Batch Update,2021-01-31
56773,54021,2008-02-29,17.0,1,401,Batch Update,2021-01-31
56774,54021,2008-03-26,13.0,1,401,Batch Update,2021-01-31
56775,54021,2008-03-27,3.0,1,401,Batch Update,2021-01-31
56776,54021,2008-03-28,1.0,1,401,Batch Update,2021-01-31
56777,54021,2008-04-21,2.2,1,401,Batch Update,2021-01-31
56778,54021,2008-04-24,14.0,1,401,Batch Update,2021-01-31
56779,54021,2008-04-26,2.0,1,401,Batch Update,2021-01-31
56780,54021,2008-04-28,2.0,1,401,Batch Update,2021-01-31
56781,54021,2008-06-03,42.0,1,401,Batch Update,2021-01-31
56782,54021,2008-06-04,5.6,1,401,Batch Update,2021-01-31
56783,54021,2008-06-06,0.8,1,401,Batch Update,2021-01-31
56784,54021,2008-06-13,15.8,1,401,Batch Update,2021-01-31
56785,54021,2008-06-20,21.0,1,401,Batch Update,2021-01-31
56786,54021,2008-06-21,1.2,1,401,Batch Update,2021-01-31
56787,54021,2008-07-08,8.8,2,401,Batch Update,2021-01-31
56788,54021,2008-07-09,6.4,1,401,Batch Update,2021-01-31
56789,54021,2008-07-10,2.6,1,401,Batch Update,2021-01-31
56790,54021,2008-07-15,35.0,2,401,Batch Update,2021-01-31
56791,54021,2008-07-21,13.4,1,401,Batch Update,2021-01-31
56792,54021,2008-07-24,1.0,1,401,Batch Update,2021-01-31
56793,54021,2008-07-28,4.2,1,401,Batch Update,2021-01-31
56794,54021,2008-07-29,1.0,1,401,Batch Update,2021-01-31
56795,54021,2008-08-02,14.4,1,401,Batch Update,2021-01-31
