read_date,sl_read1,bl_meter1,bl_ahd1,mean_temp1,bl_meter2,bl_ahd2,mean_temp2,bl_meter3,bl_ahd3,mean_temp3,bl_meter4,bl_ahd4,mean_temp4,sl_meter,rf_meter,rf_read1,rf_MA,rf_bin,et_read1,sr_read1,bl_meter5,bl_ahd5,mean_temp5,bl_meter6,bl_ahd6,mean_temp6,bl_meter7,bl_ahd7,mean_temp7,bl_meter8,bl_ahd8,mean_temp8,bl_meter9,bl_ahd9,mean_temp9,bl_meter10,bl_ahd10
2009-01-11 00:00:00,0.189,GW967137.1.1,252.959,19.683,GW967137.2.2,251.003,20.5,GW967138.1.1,280.869,20.6,GW967138.2.2,279.014,21.002,419051,054151-2,1.4,054038,7.5,30.5,GW041027.1.1,310.626,20.592,GW030129.1.1,20.6,GW030130.1.1,242.089,20.081,GW030130.1.2,236.041,20.4,GW036186.1.1,225.9,GW036187.1.1,230.719,0.9400000000000001
2009-01-22 00:00:00,0.188,GW967137.1.1,252.925,19.7,GW967137.2.2,251.003,20.433,GW967138.1.1,280.8,20.5,GW967138.2.2,279.033,21.0,419051,054151-2,85.8,054038,2.7,8.7,GW041027.1.1,310.485,20.5,GW030129.1.1,20.6,GW030130.1.1,242.034,20.075,GW030130.1.2,235.964,20.4,GW036186.1.1,225.345,GW036187.1.1,230.64,8.58
2009-01-23 00:00:00,0.189,GW967137.1.1,252.934,19.7,GW967137.2.2,251.012,20.431,GW967138.1.1,280.801,20.5,GW967138.2.2,279.043,21.0,419051,054151-2,65.6,054038,6.3,24.01,GW041027.1.1,310.907,20.5,GW030129.1.1,20.6,GW030130.1.1,242.033,20.075,GW030130.1.2,235.96,20.4,GW036186.1.1,225.308,GW036187.1.1,230.629,15.139999999999997
2009-01-24 00:00:00,0.189,GW967137.1.1,252.934,19.7,GW967137.2.2,251.016,20.417,GW967138.1.1,280.795,20.5,GW967138.2.2,279.046,21.0,419051,054151-2,0.8,054038,8.5,27.56,GW041027.1.1,311.698,20.5,GW030129.1.1,20.6,GW030130.1.1,242.031,20.065,GW030130.1.2,235.952,20.4,GW036186.1.1,225.274,GW036187.1.1,230.618,15.219999999999999
2009-01-26 00:00:00,0.191,GW967137.1.1,252.922,19.7,GW967137.2.2,251.003,20.431,GW967138.1.1,280.777,20.5,GW967138.2.2,279.034,21.0,419051,054151-2,21.4,054038,8.1,29.02,GW041027.1.1,311.304,20.5,GW030129.1.1,20.6,GW030130.1.1,242.015,20.073,GW030130.1.2,235.917,20.4,GW036186.1.1,225.226,GW036187.1.1,230.59,17.36
2009-01-28 00:00:00,0.188,GW967137.1.1,252.91,19.7,GW967137.2.2,251.002,20.408,GW967138.1.1,280.759,20.5,GW967138.2.2,279.034,21.0,419051,054151-2,2.2,054038,8.1,29.54,GW041027.1.1,311.022,20.5,GW030129.1.1,20.6,GW030130.1.1,242.006,20.046,GW030130.1.2,235.892,20.4,GW036186.1.1,225.53,GW036187.1.1,230.589,17.58
2009-02-13 00:00:00,0.186,GW967137.1.1,252.834,19.7,GW967137.2.2,251.002,20.404,GW967138.1.1,280.634,20.5,GW967138.2.2,279.043,21.0,419051,054151-2,19.0,054038,5.5,17.22,GW041027.1.1,310.459,20.4,GW030129.1.1,20.6,GW030130.1.1,241.929,20.019,GW030130.1.2,235.679,20.4,GW036186.1.1,225.319,GW036187.1.1,230.514,1.8999999999999992
2009-02-14 00:00:00,0.188,GW967137.1.1,252.849,19.7,GW967137.2.2,251.027,20.404,GW967138.1.1,280.639,20.5,GW967138.2.2,279.067,21.0,419051,054151-2,35.0,054038,1.6,9.74,GW041027.1.1,310.462,20.4,GW030129.1.1,20.6,GW030130.1.1,241.929,20.015,GW030130.1.2,235.693,20.4,GW036186.1.1,225.33,GW036187.1.1,230.525,5.3999999999999995
2009-02-15 00:00:00,0.191,GW967137.1.1,252.869,19.704,GW967137.2.2,251.051,20.4,GW967138.1.1,280.653,20.5,GW967138.2.2,279.089,21.0,419051,054151-2,44.4,054038,5.1,20.88,GW041027.1.1,310.497,20.4,GW030129.1.1,20.6,GW030130.1.1,241.933,20.0,GW030130.1.2,235.699,20.4,GW036186.1.1,225.355,GW036187.1.1,230.525,9.84
2009-02-16 00:00:00,0.189,GW967137.1.1,252.873,19.708,GW967137.2.2,251.049,20.4,GW967138.1.1,280.652,20.5,GW967138.2.2,279.086,21.0,419051,054151-2,11.0,054038,4.2,14.21,GW041027.1.1,310.507,20.4,GW030129.1.1,20.6,GW030130.1.1,241.934,20.0,GW030130.1.2,235.683,20.4,GW036186.1.1,225.378,GW036187.1.1,230.515,10.94
